,lake_id,label,ice_sheet,melt_season,date_time,lon,lat,surface_elevation,depth_quality_sort,max_depth,cycle_number,rgt,gtx,beam_strength,beam_number,sc_orient,granule_id,polygon_name,lat_max,lat_min,lon_max,lon_min,has_depth_data,conf_mean,conf_median,conf_q90,length_water,total_length,depth_mean,depth_median,ratio_water,geometry,basin,region,sub_basin,grounded,rdepth
2924,lake_099997_AIS_2021-22_simplified_ANT_1000_East_B-C_ATL03_20220130015634_05921412_006_01_gt3r_0004,good_lake,AIS,2021-22,2022-01-30T01:58:32Z,67.99617297089344,-71.53056050823858,97.10813214112274,0.0328136520341939,0.4203462175438441,14,592,gt3r,weak,6,backward,ATL03_20220130015634_05921412_006_01.h5,ANT_1000_East_B-C,-71.52680220659705,-71.53432435572043,67.99775987935487,67.9945900946262,True,0.0880063988230985,0.0637282538756578,0.1698754835536859,225.0,225.0,0.9118066323422132,1.035609479901218,0.1428571428571428,POINT (1876204.9362516378 758181.7797775309),B-C,East,Amery,False,0.0
2925,lake_099997_AIS_2021-22_simplified_ANT_1000_East_B-C_ATL03_20220228003239_10341412_006_01_gt2l_0000,good_lake,AIS,2021-22,2022-02-28T00:34:39Z,68.10438676292586,-71.4023632694952,100.12571783448205,0.0285767224592632,0.2711056698909205,14,1034,gt2l,strong,3,backward,ATL03_20220228003239_10341412_006_01.h5,ANT_1000_East_B-C,-71.39105100186826,-71.41365773741582,68.10901506320353,68.09974631553246,True,0.0288554218442589,0.0001420359688953,0.1013660182763047,1920.0,1920.0,0.2799753983446139,0.2884405003966601,0.0691144708423326,POINT (1890888.1343486675 759963.9929161203),B-C,East,MacRobertson_Land,True,0.0
2926,lake_099998_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190225160343_09040210_006_02_gt3r_0011,good_lake,AIS,2018-19,2019-02-25T16:09:33Z,68.88248248989046,-72.05386681370798,85.2622230224704,0.016070139136719,0.2688947053857151,2,904,gt3r,weak,6,backward,ATL03_20190225160343_09040210_006_02.h5,ANT_1000_East_B-C,-72.04761238923676,-72.0601541330471,68.88522647673457,68.8797189845744,True,0.0430812834460871,0.000247959125578,0.1657685892454408,910.0,910.0,0.6546303456855086,0.579483591077028,0.1476190476190476,POINT (1833360.2823532198 708078.9198789321),B-C,East,Amery,False,0.0
2927,lake_099998_AIS_2018-19_simplified_ANT_1000_East_Jpp-K_ATL03_20190105155937_01250211_006_02_gt2l_0000,good_lake,AIS,2018-19,2019-01-05T16:04:23Z,-51.758529023281824,-82.52902412579027,637.3345551757342,0.0206095113457271,0.0508893580604954,2,125,gt2l,strong,3,backward,ATL03_20190105155937_01250211_006_02.h5,ANT_1000_East_Jpp-K,-82.52475740102847,-82.53326509302492,-51.74918519901664,-51.76795070552431,True,0.0924100256953212,0.0755167460840963,0.1841486191627621,415.0,415.0,0.7364088843268438,0.5863193915551577,0.1942446043165467,POINT (-638416.1224020068 503132.61207048723),Jpp-K,East,Academy,True,0.0
2928,lake_099998_AIS_2018-19_simplified_ANT_1000_West_Ep-F_ATL03_20181213004057_11510111_006_02_gt2l_0002,good_lake,AIS,2018-19,2018-12-13T00:44:52Z,-154.08775074026704,-85.44962266937115,107.983971435557,0.0161235945718395,0.4593236784426026,1,1151,gt2l,weak,4,forward,ATL03_20181213004057_11510111_006_02.h5,ANT_1000_West_Ep-F,-85.44113967237617,-85.45809997730001,-154.03425024758002,-154.14125518633438,True,0.0375520831192083,0.0089273597731673,0.0973037383981544,675.0,675.0,1.1690192710879743,1.0266005626094798,0.0853994490358126,POINT (-216163.1211555226 -444928.2699872963),E-Ep,East,Scott,True,0.0
2929,lake_099998_AIS_2019-20_simplified_ANT_1000_East_B-C_ATL03_20200101141003_00890612_006_01_gt3r_0011,good_lake,AIS,2019-20,2020-01-01T14:11:51Z,68.82519222995869,-72.24532712056808,88.72667938233376,0.0217370344805948,0.22474903934895,6,89,gt3r,strong,1,forward,ATL03_20200101141003_00890612_006_01.h5,ANT_1000_East_B-C,-72.24091983365241,-72.2496982601949,68.82714609904598,68.8232083684212,True,0.0633502661404038,0.0157316773459253,0.2299300024959643,420.0,420.0,0.352897003365101,0.3510043205781729,0.1240310077519379,POINT (1812793.8514415422 702219.5740860426),B-C,East,Amery,False,0.0
2930,lake_099998_AIS_2019-20_simplified_ANT_1000_East_B-C_ATL03_20200105140142_01500612_006_01_gt1l_0001,good_lake,AIS,2019-20,2020-01-05T14:03:35Z,67.71980276812178,-71.9555690225297,101.69873181153297,0.023843277044566,0.3053494395985821,6,150,gt1l,weak,6,forward,ATL03_20200105140142_01500612_006_01.h5,ANT_1000_East_B-C,-71.95244851450474,-71.95871450385489,67.72115594459517,67.71846031793164,True,0.1204120912628934,0.1239834643527455,0.1941442130959381,140.0,140.0,1.39867930285589,1.6393724657709223,0.1636363636363636,POINT (1828735.89992155 749280.9873693262),B-C,East,Amery,False,0.0
2931,lake_099998_AIS_2019-20_simplified_ANT_1000_East_B-C_ATL03_20200203123745_05920612_006_01_gt3l_0033,good_lake,AIS,2019-20,2020-02-03T12:39:44Z,67.98613235415934,-71.51112468362956,95.51359411622036,0.0234547025894077,2.1752006728973696,6,592,gt3l,weak,2,forward,ATL03_20200203123745_05920612_006_01.h5,ANT_1000_East_B-C,-71.50736339688481,-71.51490112716372,67.98773625476824,67.98452843152742,True,0.1587082367575338,0.0661634055693509,0.5104965080629289,215.0,215.0,1.3191506222496754,1.340280607639616,0.1451612903225806,POINT (1878079.5822812468 759322.2217792178),B-C,East,Amery,False,0.0
2932,lake_099998_AIS_2019-20_simplified_ANT_1000_East_B-C_ATL03_20200215225922_07820610_006_01_gt3l_0014,good_lake,AIS,2019-20,2020-02-15T23:05:11Z,70.40572127189321,-72.05251407292641,70.54817333985328,0.0180194565112121,0.1138362929334578,6,782,gt3l,weak,2,forward,ATL03_20200215225922_07820610_006_01.h5,ANT_1000_East_B-C,-72.0462336227012,-72.05877532083005,70.4084879880353,70.40295785353244,True,0.0285842740012407,0.0,0.147100194710006,750.0,750.0,0.7458599411170591,0.9204094627998008,0.0805084745762711,POINT (1851676.639716268 659144.0563315577),B-C,East,Amery,False,0.0
2933,lake_099998_AIS_2019-20_simplified_ANT_1000_East_B-C_ATL03_20200331210202_00810710_006_01_gt1l_0001,good_lake,AIS,2019-20,2020-03-31T21:08:04Z,67.40542265478143,-72.82045101834005,201.8703630371187,0.0200980925296268,0.7478676632945884,7,81,gt1l,weak,6,forward,ATL03_20200331210202_00810710_006_01.h5,ANT_1000_East_B-C,-72.81230816812375,-72.82860015483091,67.40917713934451,67.40165940016043,True,0.063979247351423,0.0188664891971388,0.2210825979794957,1150.0,1150.0,0.5617613455832302,0.7009536027732264,0.1234567901234567,POINT (1735838.4797782288 722367.0766445792),B-C,East,Amery,False,0.7352793189259932
